"","tre","rep","day","Date","nut","temp","Class","density","nut_num","temp_num","log_density","treatNum","width","area","circ","bioVsphe","length","symm","sigmaInt","num_ind","all_rep"
"1","Full22C","1",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,1
"2","Full22C","2",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,2
"3","Full22C","3",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,3
"4","Full22C","4",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,4
"5","Full22C","5",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,5
"6","Full22C","6",0,"2019/11/11","Full","22C","Tetrahymena",37,1,22,3.63758615972639,1,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,6
"7","Full25C","1",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,7
"8","Full25C","2",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,8
"9","Full25C","3",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,9
"10","Full25C","4",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,10
"11","Full25C","5",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,11
"12","Full25C","6",0,"2019/11/11","Full","25C","Tetrahymena",37,1,25,3.63758615972639,2,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,12
"13","Half22C","1",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,13
"14","Half22C","2",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,14
"15","Half22C","3",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,15
"16","Half22C","4",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,16
"17","Half22C","5",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,17
"18","Half22C","6",0,"2019/11/11","Half","22C","Tetrahymena",37,0.5,22,3.63758615972639,3,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,18
"19","Half25C","1",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,19
"20","Half25C","2",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,20
"21","Half25C","3",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,21
"22","Half25C","4",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,22
"23","Half25C","5",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,23
"24","Half25C","6",0,"2019/11/11","Half","25C","Tetrahymena",37,0.5,25,3.63758615972639,4,14.8450460914454,561.758530752212,0.700205936578171,10389.1952386799,48.0592072271386,0.83707429941003,20.0192262168142,5424,24
"25","Full22C","1",1,"2019/11/12","Full","22C","Tetrahymena",592,1,22,6.38519439899773,1,28.8824926686217,1004.70719061584,0.859882991202346,24748.6439178886,49.3828445747801,0.847215835777126,22.9667219941349,341,1
"26","Full22C","2",1,"2019/11/12","Full","22C","Tetrahymena",502,1,22,6.22059017009974,1,28.4682006920415,929.767843252595,0.864553633217993,21964.2069698962,47.6065397923875,0.842699307958477,23.4730543252595,289,2
"27","Full22C","3",1,"2019/11/12","Full","22C","Tetrahymena",839,1,22,6.73340189183736,1,28.1671764705882,984.506639607843,0.853044705882353,24045.4068984314,49.4718823529412,0.839511764705882,24.0750698039216,255,3
"28","Full22C","4",1,"2019/11/12","Full","22C","Tetrahymena",535,1,22,6.2841341610708,1,28.1694267515924,945.653328343949,0.861303503184713,22456.1634920382,48.3864968152866,0.846200636942675,23.6711401273885,314,4
"29","Full22C","5",1,"2019/11/12","Full","22C","Tetrahymena",623,1,22,6.43615036836943,1,27.5081382978723,898.260124734043,0.865373404255319,20825.192943617,47.1070212765957,0.844682712765957,23.0249800531915,376,5
"30","Full22C","6",1,"2019/11/12","Full","22C","Tetrahymena",598,1,22,6.39526159811545,1,27.5389085545723,913.782582890855,0.855405014749263,21344.7958578171,48.4554867256637,0.841327138643068,23.0163041297935,339,6
"31","Full25C","1",1,"2019/11/12","Full","25C","Tetrahymena",603,1,25,6.40357419793482,2,26.8968965517241,903.266053846154,0.84669151193634,20975.0701474801,49.4368965517241,0.849076923076923,21.7157713527851,377,7
"32","Full25C","2",1,"2019/11/12","Full","25C","Tetrahymena",745,1,25,6.61472560020376,2,26.333125,865.429055769231,0.848303605769231,19928.3211149038,47.901875,0.843841826923077,21.9634550480769,416,8
"33","Full25C","3",1,"2019/11/12","Full","25C","Tetrahymena",913,1,25,6.81783057145415,2,25.0036347826087,836.866653565217,0.832329913043478,18802.1414050435,48.7332695652174,0.84279252173913,20.9603130434783,575,9
"34","Full25C","4",1,"2019/11/12","Full","25C","Tetrahymena",1151,1,25,7.04925484125584,2,24.8026123595506,799.386979775281,0.84687106741573,17571.9100717697,46.7448595505618,0.847323595505618,21.6715509831461,712,10
"35","Full25C","5",1,"2019/11/12","Full","25C","Tetrahymena",802,1,25,6.68835471394676,2,21.9492,571.409076363636,0.812124727272727,10703.9795269091,42.2471636363636,0.787035636363636,19.248668,275,11
"36","Full25C","6",1,"2019/11/12","Full","25C","Tetrahymena",1142,1,25,7.04141166379481,2,24.6570813397129,793.401996650718,0.842195534290271,17487.661576236,46.0384529505582,0.845985805422648,22.0849007974482,627,12
"37","Half22C","1",1,"2019/11/12","Half","22C","Tetrahymena",544,0.5,22,6.30078579466324,3,27.6211764705882,926.693967647059,0.870687581699346,21842.4407418301,46.8025490196078,0.850454575163399,24.1098107843137,306,13
"38","Half22C","2",1,"2019/11/12","Half","22C","Tetrahymena",466,0.5,22,6.1463292576689,3,26.3417424242424,866.259831439394,0.863176136363636,19801.2859924242,45.5344696969697,0.8399,24.9005670454545,264,14
"39","Half22C","3",1,"2019/11/12","Half","22C","Tetrahymena",479,0.5,22,6.17378610390194,3,26.1012177121771,873.920022140221,0.858659040590406,20061.9338701107,46.3965682656827,0.846617712177122,23.6472453874539,271,15
"40","Half22C","4",1,"2019/11/12","Half","22C","Tetrahymena",593,0.5,22,6.38687931936265,3,26.1558479532164,864.956567836257,0.863575438596491,19755.7178994152,45.5957894736842,0.84602514619883,24.456633625731,342,16
"41","Half22C","5",1,"2019/11/12","Half","22C","Tetrahymena",532,0.5,22,6.27852142416584,3,26.6764262295082,901.30480295082,0.861719016393443,20996.7931931148,46.5174098360656,0.847368196721311,24.433288852459,305,17
"42","Half22C","6",1,"2019/11/12","Half","22C","Tetrahymena",709,0.5,22,6.56526497003536,3,26.3300470588235,875.277606588235,0.860257882352941,20066.886792,46.4656705882353,0.844181176470588,24.0186945882353,425,18
"43","Half25C","1",1,"2019/11/12","Half","25C","Tetrahymena",943,0.5,25,6.8501261661455,4,24.3425,827.109411940299,0.83782947761194,18464.9217309701,47.3132089552239,0.844614552238806,22.9576248134328,536,19
"44","Half25C","2",1,"2019/11/12","Half","25C","Tetrahymena",1092,0.5,25,6.99668148817654,4,23.9474422187982,808.117722187981,0.833875808936826,17907.8319269646,47.1222958397535,0.838890446841294,22.8872933744222,649,20
